Job Title,Company,Location,Country,Flag,Tier,Search Keyword,Posted Date,Crawl Date,Source,Easy Apply,Remote / Workplace,Match Score,Visa Sponsorship Mentioned,Required Skills,Resume File Path,Applied Status,Notes,Job URL,City,City Openings
Platform Engineer,Leonardo UK Ltd,"Leonardo UK Ltd
Hybrid work in Edinburgh EH5 2XS",United Kingdom,🇬🇧,1,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_UNITED_KINGDOM.docx,No,,https://www.indeed.com/viewjob?jk=988b6662091f4e7c,"Leonardo UK Ltd
Hybrid work in Edinburgh EH5 2XS",1
Infrastructure Automation Engineer,Arm,"Arm
Hybrid work in Cambridge",United Kingdom,🇬🇧,1,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_UNITED_KINGDOM.docx,No,,https://www.indeed.com/viewjob?jk=bc33993c291f6085,"Arm
Hybrid work in Cambridge",1
Lead DevOps Engineer,London Stock Exchange Group,"London Stock Exchange Group
London",United Kingdom,🇬🇧,1,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_UNITED_KINGDOM.docx,No,,https://www.indeed.com/viewjob?jk=032ff45c8380e6e0,"London Stock Exchange Group
London",1
Mid and Senior Site Reliability Engineer (Platform Engineering/Identity/Azure),Government Digital Service,"London, England",United Kingdom,🇬🇧,1,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,Azure,Country_Resumes/Hemachandiran_Giri_CV_UNITED_KINGDOM.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010224884615,London,14
DevOps & IoT Platform Engineer,Watson-Marlow Fluid Technology Solutions,"Redruth, England",United Kingdom,🇬🇧,1,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_UNITED_KINGDOM.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010224016991,Redruth,1
DevOps Engineer / Site Reliability Engineer,Freelancer,"London, England",United Kingdom,🇬🇧,1,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_UNITED_KINGDOM.docx,No,,https://www.glassdoor.com/job-listing/?jl=1009971185148,London,14
Site Reliability Engineer,Artificial Labs,"London, England",United Kingdom,🇬🇧,1,Site Reliability Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_UNITED_KINGDOM.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010170799247,London,14
Platform Site Reliability Engineer - Member of Technical Staff,Callosum Marketing,"London, England",United Kingdom,🇬🇧,1,Platform Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_UNITED_KINGDOM.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010170103790,London,14
"DevOps Engineer, Cloud Platform",Upstart,Vancouver,Canada,🇨🇦,1,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010186973711,Vancouver,1
Senior DevOps / Platform Engineer — Cloud,Dominion Dynamics,Ottawa,Canada,🇨🇦,1,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010184044136,Ottawa,1
Senior DevOps Engineer – Azure Cloud Networking & Platform Engineering,Aequilibrium,Remote,Canada,🇨🇦,1,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,Remote,90%,No,Azure,Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010195672548,Unknown,13
"Site Reliability Engineer (SRE), Cloud Operations",RBC,Toronto,Canada,🇨🇦,1,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010217312644,Toronto,9
DevOps Cloud Engineer,Nasdaq,Toronto,Canada,🇨🇦,1,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1009987677507,Toronto,9
Site Reliability Engineer (SRE),EPAM Systems,Remote,Canada,🇨🇦,1,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,Remote,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010172419794,Unknown,13
Cloud Platform Engineer,ClubRunner,Remote,Canada,🇨🇦,1,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,Remote,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010187034439,Unknown,13
Cloud Engineer ( Azure Platform Engineer)- Remote Ontario,Smile Digital Health,Canada,Canada,🇨🇦,1,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,Remote,90%,No,Azure,Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010215257900,Canada,6
DevOPS/Cloud Engineer (Contract),Cyber-Infomax Solutions,Toronto,Canada,🇨🇦,1,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010228672895,Toronto,9
Sr. Site Reliability Engineering - Azure Platform,SimCorp,Toronto,Canada,🇨🇦,1,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,Azure,Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010064228231,Toronto,9
Staff Site Reliability Engineer – Automation and Platform,Cerebras (CA),Canada,Canada,🇨🇦,1,Cloud Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010206683548,Canada,6
Cloud Performance Engineering - Site Reliability Engineer ( Remote Canada),Smile Digital Health,Toronto,Canada,🇨🇦,1,Cloud Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,Remote,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010196791698,Toronto,9
Senior Cloud Site Reliability Engineer,Solace,Canada,Canada,🇨🇦,1,Cloud Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010183049793,Canada,6
Site Reliability Engineer,KPMG,Canada,Canada,🇨🇦,1,Site Reliability Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010078534596,Canada,6
Site Reliability Engineer,Sectigo,Canada,Canada,🇨🇦,1,Site Reliability Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010147317415,Canada,6
Senior Site Reliability Engineer,Guidewire,Toronto,Canada,🇨🇦,1,Site Reliability Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010133136339,Toronto,9
Senior Site Reliability Engineer,RBC,Toronto,Canada,🇨🇦,1,Site Reliability Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010202367040,Toronto,9
Lead Site Reliability Engineer,RBC,Toronto,Canada,🇨🇦,1,Site Reliability Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010221664119,Toronto,9
DevOps Cloud Engineer,Nasdaq,Toronto,Canada,🇨🇦,1,Platform Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010097740376,Toronto,9
Cloud Platform DevOps Engineer - Assistant Vice President,Citi,Mississauga,Canada,🇨🇦,1,Platform Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010133836209,Mississauga,1
Senior Site Reliability Engineer,Magnet Forensics,Canada,Canada,🇨🇦,1,Platform Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010161688604,Canada,6
Cloud/Platform Engineer,Andile Solutions,South Africa,Saudi Arabia,🇸🇦,1,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_SAUDI_ARABIA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010183111043,South Africa,2
Platform DevOps Engineer (Azure),RIB Software,Centurion,Saudi Arabia,🇸🇦,1,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,Azure,Country_Resumes/Hemachandiran_Giri_CV_SAUDI_ARABIA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010042469239,Centurion,2
Site Reliability Engineer,RSAWeb,Cape Town,Saudi Arabia,🇸🇦,1,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_SAUDI_ARABIA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010206903667,Cape Town,3
Lead Cloud / Platform Engineer,NJ PLACEMENT CONSULTING,Rosebank,Saudi Arabia,🇸🇦,1,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_SAUDI_ARABIA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010157928954,Rosebank,1
Site Reliability Engineer,impact.com,Cape Town,Saudi Arabia,🇸🇦,1,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_SAUDI_ARABIA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010195051727,Cape Town,3
Site Reliability Engineer (SRE),Impronics,Johannesburg,Saudi Arabia,🇸🇦,1,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_SAUDI_ARABIA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1009836423190,Johannesburg,5
AI Platform Engineer (Cloud),Absa,Sandton,Saudi Arabia,🇸🇦,1,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_SAUDI_ARABIA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010227173769,Sandton,2
Site Reliability Engineer,Nintex,Johannesburg,Saudi Arabia,🇸🇦,1,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_SAUDI_ARABIA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010163761589,Johannesburg,5
Infrastructure / Cloud / DevOps Engineer,Warrior Edge Projects,Johannesburg,Saudi Arabia,🇸🇦,1,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_SAUDI_ARABIA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010199522370,Johannesburg,5
Devops Engineer,Epsidon Technology Holdings,Centurion,Saudi Arabia,🇸🇦,1,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_SAUDI_ARABIA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010204501660,Centurion,2
Site Reliability Engineer (L1 Support Engineer),Araxi Restaurant + Oyster Bar,South Africa,Saudi Arabia,🇸🇦,1,Cloud Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_SAUDI_ARABIA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010210933484,South Africa,2
Principal Site Reliability Engineer,Deimos,Johannesburg,Saudi Arabia,🇸🇦,1,Site Reliability Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_SAUDI_ARABIA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010183113118,Johannesburg,5
DevOps Engineer,Lula,Cape Town,Saudi Arabia,🇸🇦,1,Site Reliability Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_SAUDI_ARABIA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010227710180,Cape Town,3
Senior Data Engineer Consultant – Data Quality and Modern Cloud Platform,KeyrusSA,Durban,Saudi Arabia,🇸🇦,1,Site Reliability Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_SAUDI_ARABIA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010222447352,Durban,1
Cloud Engineer (Contract),The Focus Group,Sandton,Saudi Arabia,🇸🇦,1,Site Reliability Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_SAUDI_ARABIA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010203478044,Sandton,2
Reliability Engineer,Stelo,Johannesburg,Saudi Arabia,🇸🇦,1,Site Reliability Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_SAUDI_ARABIA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010138986786,Johannesburg,5
Engineering Manager (Site Reliability),Moniepoint,Remote,Saudi Arabia,🇸🇦,1,Platform Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,Remote,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_SAUDI_ARABIA.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010212101769,Unknown,13
DevOps / Site Reliability Engineer,Tiro Partners,Utrecht,Netherlands,🇳🇱,1,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,https://www.glassdoor.com/job-listing/?jl=1009117375585,Utrecht,5
Cloud DevOps Engineer,Thales,Amersfoort,Netherlands,🇳🇱,1,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010216062292,Amersfoort,1
Remote DevOps Engineer,CodeImpact,Netherlands,Netherlands,🇳🇱,1,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,Remote,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,https://www.glassdoor.com/job-listing/?jl=1008081509950,Netherlands,3
Staff/Lead Platform/DevOps Engineer,Mimica (United Kingdom),Amsterdam,Netherlands,🇳🇱,1,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010195309570,Amsterdam,5
DevOps Engineer,Cloudprinter,Netherlands,Netherlands,🇳🇱,1,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,https://www.glassdoor.com/job-listing/?jl=1009616294507,Netherlands,3
Devops Engineer,Good Company (Netherlands),Amsterdam,Netherlands,🇳🇱,1,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,https://www.glassdoor.com/job-listing/?jl=1007001390128,Amsterdam,5
DevOps Engineer,Apeiron Insight,Rijswijk,Netherlands,🇳🇱,1,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,https://www.glassdoor.com/job-listing/?jl=1009941847508,Rijswijk,1
Vacature: Data Platform DevOps Engineer - View vacancy,NN Group,The Hague,Netherlands,🇳🇱,1,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010179284776,The Hague,1
DevOps Engineer,Tiro Partners,Eindhoven,Netherlands,🇳🇱,1,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,https://www.glassdoor.com/job-listing/?jl=1009117375603,Eindhoven,1
Cloud Platform Devops Engineer,Ebicus,Haarlem,Netherlands,🇳🇱,1,DevOps Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,https://www.glassdoor.com/job-listing/?jl=1009012382367,Haarlem,1
Site Reliability Engineer,Cleopatra Enterprise,Zwijndrecht,Netherlands,🇳🇱,1,Cloud Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,https://www.glassdoor.com/job-listing/?jl=1008651026096,Zwijndrecht,1
Software Engineer II (Site Reliability Engineer),Warner Bros. Discovery,Amsterdam,Netherlands,🇳🇱,1,Cloud Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010178727620,Amsterdam,5
Platform Engineer,Allseas Group,Delft,Netherlands,🇳🇱,1,Cloud Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,https://www.glassdoor.com/job-listing/?jl=1009766354315,Delft,3
Site Reliability Engineer (SRE) AI Infrastructure (Early Career),Nebius,Amsterdam,Netherlands,🇳🇱,1,Cloud Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010082630835,Amsterdam,5
Junior Cloud Engineer,Exact,Delft,Netherlands,🇳🇱,1,Cloud Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,https://www.glassdoor.com/job-listing/?jl=1009685191423,Delft,3
Medior/Senior Site Reliability Engineer (SRE),Online Payment Platform,Delft,Netherlands,🇳🇱,1,Cloud Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,https://www.glassdoor.com/job-listing/?jl=1009695778174,Delft,3
DevOps Engineer / Site Reliability Engineer (SRE),Itility,Netherlands,Netherlands,🇳🇱,1,Site Reliability Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,https://www.glassdoor.com/job-listing/?jl=1009990079978,Netherlands,3
Site Reliability / DevOps Engineer,Gynzy,Den Bosch,Netherlands,🇳🇱,1,Site Reliability Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010188176879,Den Bosch,1
Site Reliability Engineer,Capgemini,Utrecht,Netherlands,🇳🇱,1,Site Reliability Engineer,2026-08-13,2026-08-13,Glassdoor-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,https://www.glassdoor.com/job-listing/?jl=1010195753241,Utrecht,5
